scientific_name,genome_name
Mycobacterium canettii,mcv
Tessaracoccus flavus,tfl
Pseudomonas oryzihabitans,por
Porphyrobacter sp.,phz
Helicobacter pylori,hpyh
Peribacillus butanolivorans,pbut
Staphylococcus felis,sfq
Spiroplasma tabanidicola,stab
Lysobacter caseinilyticus,lcas
Caldicellulosiruptor lactoaceticus,clc
Prochlorococcus marinus,pmh
Curtobacterium sp.,cug
Sediminispirochaeta smaragdinae,ssm
Lactobacillus helveticus,lhe
Candidatus Planktophila,plim
Rhodococcus globerulus,rgo
Actinoalloteichus hymeniacidonis,ahm
Flavobacterium gilvum,fgl
Actinoalloteichus sp.,acta
Pseudomonas wayambapalatensis,pwy
Paraglaciecola psychrophila,gps
Sphingomonas sediminicola,ssed
Acinetobacter pittii,acc
Candidatus Fokinia,fso
Dyella caseinilytica,dcs
Campylobacter jejuni,cjp
Bacillus amyloliquefaciens,bqy
Microbacterium lemovicicum,mlv
Micavibrio aeruginosavorus,mai
Clostridium novyi,cno
Weissella ceti,wci
Woeseia oceani,woc
Corynebacterium amycolatum,camc
Streptococcus pyogenes,sph
Candidatus Nitrosymbiomonas,npy
Pseudomonas aeruginosa,paeg
Amycolatopsis acidiphila,aacd
Carnobacterium maltaromaticum,cml
Arachnia rubra,arub
Leclercia sp.,lea
Francisella tularensis,ftf
Yinghuangia sp.,yia
Chryseobacterium sp.,chrz
Mycobacterium tuberculosis,mtut
Phototrophicus methaneseepsis,pmet
Methylomonas sp.,metl
Candidatus Planktophila,pvn
Bacteroides caccae,bcac
Aggregatibacter aphrophilus,aap
Streptococcus pyogenes,spk
Mycoplasma fermentans,mfp
Helicobacter pylori,hhq
Haemophilus parasuis,hap
Ehrlichia chaffeensis,echw
Fastidiosipila sanguinis,fsa
Candidatus Symbiobacter,cbx
Marinobacterium sediminicola,msec
Propionibacterium acnes,pad
Mycobacterium tuberculosis,mtv
Azoarcus sp.,azd
Natronosporangium hydrolyticum,nhy
Baekduia soli,bsol
Solibacillus sp.,sob
Paenibacillus albus,palb
Mesoplasma chauliocola,mchc
Candidatus Saccharimonas,saal
Streptomyces noursei,snr
Neorickettsia findlayensis,nef
Bacteroides fragilis,bfg
Zunongwangia profunda,zpr
Chitinophaga caeni,cbae
Sphingomonas sp.,splm
MAG: Defluviicoccus,dex
Streptococcus thermophilus,sths
Pelosinus sp.,puf
Flaviflexus salsibiostraticola,fsl
Magnetospirillum gryphiswaldense,mgry
Brevundimonas sp.,brf
Pectobacterium wasabiae,pws
Ferruginibacter sp.,fei
Listeria weihenstephanensis,lwi
Bifidobacterium dentium,bde
Mycoplasma nasistruthionis,mnh
Kineobactrum salinum,kim
Phytohabitans flavus,pfla
Pseudomonas mendocina,pmy
Riemerella anatipestifer,ran
Campylobacter jejuni,cjd
Lentilactobacillus hilgardii,lhil
endosymbiont of,acil
Treponema azotonutricium,taz
Pseudomonas stutzeri,psr
Brachyspira murdochii,brm
Myroides profundi,mpw
Pseudomonas graminis,pgg
Clostridium diolis,cdy
Neorickettsia risticii,nri
Bordetella holmesii,bhm
Sphingobacterium mizutaii,smiz
Actinoplanes missouriensis,ams
Candidatus Chazhemtobacterium,caqa
Nostoc sp.,nos
Acinetobacter junii,ajn
Francisella tularensis,ftt
Thermotoga naphthophila,tnp
Nocardiopsis gilva,ngv
MAG: Candidatus,mib
Chitinibacter fontanus,cfon
Mycolicibacterium doricum,mdr
Weissella coleopterorum,wco
Mycoplasma mycoides,mmyi
Virgibacillus phasianinus,vil
Zoogloeaceae bacteirum,zpa
Desulfotomaculum gibsoniae,dgi
Mycoplasma canadense,mcan
Aquiluna borgnonia,aqg
Kytococcus sedentarius,kse
Bacteroides caecimuris,bcae
Peptoniphilus sp.,ped
Mycoplasma canis,mcas
Salmonella enterica,senc
Streptococcus lutetiensis,slu
Chryseobacterium indoltheticum,cil
Mycobacterium shottsii,msho
Marinitoga sp.,marn
Methylotenera versatilis,meh
Mycoplasma suis,msk
Pseudoxanthomonas suwonensis,psu
Staphylococcus aureus,sab
Chlamydia trachomatis,cty
Mycoplasmopsis canis,mck
Symbiobacterium thermophilum,sth
Micromonospora sp.,micb
Thioalkalimicrobium cyclicum,tcy
Methylomonas denitrificans,mdn
Mycoplasma pulmonis,mpu
Candidatus Sulcia,smub
Sandaracinobacter sp.,sand
Proteiniphilum saccharofermentans,psac
Saccharophagus degradans,sde
Luteimonas granuli,lug
Yersinia aldovae,yal
Edwardsiella hoshinae,eho
Candidatus Gromoviella,gagg
Halomonas beimenensis,hbe
Glycocaulis alkaliphilus,gak
Pseudomonas monteilii,pmot
Mycoplasma columbinum,mcom
Xanthomonas arboricola,xar
Thermomonas carbonis,tcn
Anabaena sp.,ann
Chlorobium phaeobacteroides,cph
Geobacillus zalihae,gza
Lactococcus lactis,lln
Candidatus Desulforudis,dau
Methyloceanibacter caenitepidi,mcg
Neisseria meningitidis,nmd
Streptomyces sp.,ssx
Neisseria mucosa,nmj
Actinoplanes sp.,acts
Flavihumibacter sp.,flc
Granulibacter bethesdensis,gbe
Aequoribacter fuscus,afus
Escherichia coli,eih
Candidatus Vidania,vfg
Limnohabitans sp.,lih
Profundibacter amoris,pamo
Draconibacterium orientale,dori
Poseidonibacter parvus,alp
Brevibacterium luteolum,blut
Cronobacter sakazakii,csk
Anaplasma ovis,aoh
Shewanella sedimentimangrovi,ssem
Pseudomonas alcaligenes,palc
Caulobacter segnis,cse
Aquimarina sp.,aqa
Listeria monocytogenes,lmoo
Alcanivorax dieselolei,adi
Chania multitudinisentens,sfo
Actinobacillus delphinicola,adp
Candidatus Phycorickettsia,ptc
Mycoplasma synoviae,mso
Fretibacterium fastidiosum,sbr
Helicobacter pylori,hpyd
Haemophilus sp.,hay
Pseudocitrobacter sp.,psgc
Brevilactibacter coleopterorum,prv
Tessaracoccus sp.,tez
Campylobacter jejuni,cjeu
Paraurantiacibacter namhicola,anh
Candidatus Desulfobacillus,ddz
Meiothermus ruber,mre
Rickettsia sp.,ric
Actinomyces weissii,awe
Sulfobacillus acidophilus,say
Epidermidibacterium keratini,eke
Candidatus Hodgkinia,hct
Streptococcus mitis,smb
Corynebacterium pseudotuberculosis,cor
Duncaniella sp.,dun
Luteipulveratus mongoliensis,lmoi
Haemophilus influenzae,hix
Thermosynechococcus elongatus,tel
Clostridium sporogenes,cld
Yersinia rohdei,yro
Pseudobacter ginsenosidimutans,pgo
Listeria monocytogenes,lmc
Corynebacterium pseudotuberculosis,cpu
Staphylococcus saccharolyticus,ssac
Buchnera aphidicola,bap
Pseudomonas multiresinivorans,pmui
Mycoplasma pneumoniae,mpj
Jeongeupia sp.,jeu
Flavobacterium psychrophilum,fpq
Dyella japonica,dja
Lonsdalea populi,lpop
Jeotgalicoccus sp.,jea
Lysobacter arenosi,lare
Mesoplasma lactucae,mlac
Streptomyces qinzhouensis,sqz
Mycobacterium vicinigordonae,mgor
Corynebacterium lactis,clw
Eubacterium limosum,elim
Caproicibacter fermentans,cfem
Rothia kristinae,rkr
Tessaracoccus aquimaris,tes
Listeria monocytogenes,lmj
Synechococcus sp.,sync
Jeotgalibaca ciconiae,jeh
Streptococcus equi,seq
Streptococcus pneumoniae,sjj
Corynebacterium propinquum,cprp
Dehalococcoides mccartyi,dmx
Azotobacter vinelandii,avn
Methylobacterium durans,mets
Ehrlichia chaffeensis,echs
Gardnerella vaginalis,gva
Polynucleobacter necessarius,pne
Aminipila terrae,amic
Arthrobacter sp.,arth
Tsukamurella tyrosinosolvens,tsm
Corynebacterium epidermidicanis,cei
Corynebacterium diphtheriae,cdt
Dietzia sp.,diz
Suicoccus acidiformans,abae
Candidatus Nanosynbacter,sox
Arthrobacter agilis,aagi
Hypericibacter terrae,htq
Mycolicibacterium phlei,mphl
Erysipelothrix piscisicarius,eri
Herbaspirillum seropedicae,hse
Serratia sp.,serq
Ornithinimicrobium pratense,serw
Shewanella denitrificans,sdn
Dehalococcoides mccartyi,dmg
Leuconostoc gasicomitatum,lgs
Gemmatimonas phototrophica,gph
Borrelia garinii,bgs
Sphingomonas panacisoli,spai
Desulfosarcina widdelii,dwd
Pseudoarcobacter acticola,paco
Campylobacter jejuni,cje
Heyndrickxia oleronia,bou
Geobacter bemidjiensis,gbm
Lysobacter gummosus,lgu
Flavisolibacter tropicus,fla
Streptococcus pyogenes,stx
Spiroplasma apis,sapi
Thermotoga sp.,thq
Corynebacterium ulcerans,cuc
Sphingobacteriaceae bacterium,sbx
Flavobacterium commune,fcm
Streptomyces paludis,spad
MAG: Candidatus,bih
Planktomarina temperata,ptp
Colwellia sp.,com
Lactococcus lactis,llw
Latilactobacillus curvatus,lcv
Amycolatopsis albispora,aab
'Deinococcus soli',dch
Salmonella enterica,sent
Sphingobacterium daejeonense,sdj
Brochothrix thermosphacta,bths
Bartonella quintana,bqu
Mucilaginibacter daejeonensis,mdj
Mycobacterium sp.,msao
Prochlorococcus sp.,prc
Dechloromonas sp.,dey
Candidatus Saccharibacteria,sbe
Leptospirillum ferriphilum,lfi
Kordia sp.,kos
Pseudomonas zeae,pze
Wolbachia pipientis,wpp
Neisseria bacilliformis,nbc
Aquaspirillum sp.,aql
Thermosulfidibacter takaii,ttk
Staphylococcus simulans,ssif
Wolbachia endosymbiont,wer
Blochmannia floridanus,bfl
Mycobacterium tuberculosis,mra
Alteromonas mediterranea,amao
Acinetobacter wanghuae,awg
Kaistella daneshvariae,kda
Shewanella sp.,she
Planococcus halotolerans,play
Endomicrobium proavitum,epo
Clostridium autoethanogenum,cah
Streptomyces pristinaespiralis,spri
Candidatus Thioglobus,thin
Treponema caldarium,scd
Mycolicibacterium mageritense,mmat
Olsenella sp.,olo
Francisella tularensis,fti
Nocardioides jishulii,noi
Candidatus Annandia,apin
Shewanella dokdonensis,sdk
Mycolicibacterium psychrotolerans,mpsc
Spiroplasma mirum,smir
Comamonas serinivorans,cser
Limosilactobacillus vaginalis,lva
Thermotoga maritima,tmw
Enterococcus thailandicus,eth
Idiomarina sp.,idt
Bifidobacterium breve,bbrs
Corynebacterium singulare,csx
Staphylococcus hyicus,shu
Chloroflexus aggregans,cag
Lacticaseibacillus chiayiensis,lchi
Secondary endosymbiont,sehc
Nakamurella antarctica,nak
Pengzhenrongella sicca,psic
Candidatus Pseudothioglobus,tsn
Microbulbifer celer,mcel
Coprococcus catus,cct
Mycoplasma cynos,mcy
Serratia inhibens,sply
Candidatus Portiera,plo
Hyphomicrobium denitrificans,hdt
Borrelia burgdorferi,bbur
Desulfobulbus propionicus,dpr
Stenotrophomonas rhizophila,srh
Catenulispora acidiphila,cai
Listeria monocytogenes,lmf
Streptococcus pneumoniae,snu
Alloactinosynnema sp.,alo
Chitinimonas arctica,cari
Candidatus Kinetoplastibacterium,kon
Thiomicrorhabdus sediminis,thig
Candidatus Contubernalis,calk
Paenibacillus albicereus,palr
Myroides sp.,myr
Pasteurella multocida,pul
Streptomyces bingchenggensis,sbh
Cycloclasticus sp.,cyq
Mycobacterium avium,mpa
Streptomyces pactum,spac
Paralcaligenes sp.,park
Cellulophaga baltica,cbat
Pseudomonas tohonis,ptw
Propionibacterium australiense,paus
Candidatus Liberibacter,laa
Candidatus Portiera,pli
Caproicibacterium amylolyticum,caml
Parascardovia denticolens,pdo
Tatlockia micdadei,tmc
Mycoplasma meleagridis,mmel
Mycoplasma hyopneumoniae,mhyo
Halorhodospira halochloris,hhk
Acetivibrio saccincola,hsc
Dechloromonas aromatica,dar
Muricauda lutaonensis,mlt
Coprococcus eutactus,cev
Corynebacterium kalinowskii,ckw
Spirochaeta thermophila,sta
Micromonospora sp.,mich
Mycoplasma hyosynoviae,mhyv
Acinetobacter bereziniae,aber
Candidatus Arsenophonus,asy
[Arcobacter] porcinus,apoc
Rickettsia tillamookensis,rtl
Amycolatopsis mediterranei,amn
Staphylococcus xylosus,sxl
Kaistia sp.,kai
Leucobacter luti,llut
Anaerolinea thermophila,atm
Propionibacterium acnes,paw
MAG: Candidatus,pwo
Chlamydophila abortus,cab
Winogradskyella sp.,wij
Leptospirillum ferriphilum,lfp
Flavobacterium sediminis,fse
Georgenia yuyongxinii,gyu
Nitratireductor sp.,niy
Caulobacter crescentus,ccs
Chryseobacterium sp.,chz
Pseudomonas sessilinigenes,psep
Pandoraea pulmonicola,ppul
Viridibacillus sp.,vij
Carnobacterium divergens,cdj
Bacteroides cellulosilyticus,bcel
Serratia surfactantfaciens,ssur
Ligilactobacillus agilis,lagl
Geodermatophilus obscurus,gob
Helicobacter enhydrae,het
Chlamydia muridarum,cmn
Amycolatopsis mediterranei,amd
Staphylococcus schleiferi,ssch
Pseudomonas stutzeri,psz
Lysinibacillus sp.,lyb
Neisseria sp.,nek
Acinetobacter radioresistens,arj
Bacillus xiamenensis,bxi
Pseudomonas poae,ppz
Blochmannia endosymbiont,bec
Alkalicella caledoniensis,acae
Yersinia pseudotuberculosis,ypq
Thermotomaculum hydrothermale,thyd
Chryseobacterium sp.,chry
Actinomyces respiraculi,arep
Enterobacter hormaechei,exf
Dickeya zeae,dzc
Herbaspirillum huttiense,hhf
MAG: Thermoflexus,thug
Synechococcus sp.,syr
Candidatus Ruthia,rma
Chitinophaga oryzae,coy
Stenotrophomonas sp.,stek
Thermobispora bispora,tbi
Methylacidimicrobium sp.,meap
Pseudomonas veronii,pvr
Malacoplasma iowae,miw
Erysipelothrix rhusiopathiae,erh
Streptomyces chartreusis,scha
Cedecea neteri,cnt
Chryseobacterium carnipullorum,ccau
Massilia albidiflava,mali
Listeria ivanovii,liw
Jeotgalibaca arthritidis,jar
Streptococcus equi,seu
Streptococcus suis,ssi
Nocardioides anomalus,nano
Listeria ivanovii,lii
Atopobium parvulum,apv
Bdellovibrio sp.,bdc
Elizabethkingia bruuniana,egm
Sporosarcina sp.,spos
Paremcibacter congregatus,ecog
Sulfurospirillum multivorans,smul
Staphylococcus aureus,suy
Dickeya chrysanthemi,dze
Limnoglobus roseus,lrs
Nitrosomonas ureae,nur
Lactobacillus acidophilus,laf
Campylobacter fetus,cfp
Haemophilus parasuis,hpaz
Aeromonas schubertii,asr
Candidatus Walczuchella,elv
Clavibacter zhangzhiyongii,czh
Corynebacterium matruchotii,cmat
Mycoplasma agalactiae,mal
Polycladomyces abyssicola,pabs
Pseudoclostridium thermosuccinogenes,cthd
Francisella noatunensis,fnl
Dissulfurimicrobium hydrothermale,dhr
Escherichia coli,ebl
Formosa sp.,foh
Elusimicrobium minutum,emi
Clostridium sp.,clb
Thermincola potens,tjr
Bifidobacterium kashiwanohense,bka
Idiomarina abyssalis,iab
Rathayibacter tritici,rtn
Spiroplasma monobiae,smoo
Dickeya parazeae,ddc
Psychrobacter sp.,psyp
Xanthomonas axonopodis,xax
Candidatus Liberibacter,lar
Actinomyces naeslundii,ane
Microbulbifer hydrolyticus,mhyd
Streptomyces glomeroaurantiacus,sgm
Mannheimia haemolytica,mhao
Lactobacillus fermentum,lfe
Corynebacterium glutamicum,cgg
Mycolicibacterium fallax,mfx
Acetivibrio thermocellus,ctx
Variibacter gotjawalensis,vgo
Aerococcus christensenii,acg
Thermotoga sp.,thr
Aggregatibacter actinomycetemcomitans,aact
Mycoplasma gallisepticum,mgac
Pseudomonas xantholysinigenes,pxn
Pseudomonas putida,pput
Bacteroides stercoris,bste
Escherichia coli,elf
Pseudomonas donghuensis,pdw
Bifidobacterium longum,blz
Persicimonas caeni,pcay
Ehrlichia chaffeensis,echl
Leclercia sp.,ler
Streptococcus gallolyticus,sga
Pseudopuniceibacterium antarcticum,pshq
Bacteroides ovatus,boa
Fusobacterium ulcerans,ful
Corynebacterium diphtheriae,cdip
Mycoplasma flocculare,mfq
Lysinibacillus sp.,lyz
Halomicronema hongdechloris,hhg
Salmonella enterica,spt
Haemophilus parainfluenzae,hpr
Clostridium pasteurianum,cpae
Azoarcus olearius,azo
Endosymbiont of,enm
Mycobacterium seoulense,mseo
Helicobacter pylori,hpi
Akkermansia glycaniphila,agl
Candidatus Amoebophilus,aas
Pseudonocardia sp.,psea
Truepera radiovictrix,tra
Coxiella-like endosymbiont,cey
Dietzia timorensis,dtm
Prevotella herbatica,pher
Geobacter pickeringii,gpi
Bacteroides xylanisolvens,bxy
Corynebacterium macginleyi,cmf
Coprobacter secundus,copr
Lachnoclostridium sp.,lacy
Acholeplasma axanthum,aaxa
Staphylococcus lugdunensis,sln
Lysobacter maris,lmb
Corynebacterium pelargi,cpeg
Cellvibrio sp.,cek
Aeromonas rivipollensis,arv
Pseudomonas aeruginosa,pap
Streptomyces ferrugineus,sfeu
Sodalis endosymbiont,seny
Chlamydia trachomatis,ctrw
Methyloversatilis sp.,metr
Oerskovia sp.,oek
Salinibacterium sp.,sala
Candidatus Protochlamydia,pcu
Actinoplanes sp.,ase
Corynebacterium camporealensis,ccj
Ottowia sp.,oto
Acinetobacter variabilis,avb
Minicystis rosea,mrm
Chlorobaculum parvum,cpc
Spiribacter sp.,spiz
Rothia dentocariosa,rdn
Yersinia mollaretii,ymo
Fusobacterium nucleatum,fnu
Prevotella denticola,pdn
Bdellovibrio bacteriovorus,bbac
Pseudothermotoga thermarum,tta
Schlegelella brevitalea,pbh
Lactobacillus helveticus,lhv
Helicobacter pylori,hpym
Staphylococcus auricularis,saul
Tepidiforma bonchosmolovskayae,tbh
Halomonas huangheensis,hhu
Nocardioides daphniae,ndp
Helicobacter pylori,hpb
Aequorivita iocasae,aic
Corynebacterium pseudotuberculosis,cpp
Delftia acidovorans,dac
Propionibacterium acnes,pax
Micromonospora sagamiensis,msag
Frankia casuarinae,fra
Bacillus subtilis,bss
Methylophilus sp.,meu
Elizabethkingia ursingii,ego
Dehalogenimonas formicexedens,dfo
Vagococcus penaei,vpi
Nitrospira sp.,nio
Conexibacter woesei,cwo
Verrucomicrobia bacterium,vba
Prosthecochloris sp.,prs
Pedobacter steynii,psty
Rickettsia rickettsii,rrp
Bifidobacterium actinocoloniiforme,bact
Prochlorococcus marinus,pmg
Paucibacter sp.,pkt
Pluralibacter gergoviae,pge
Bradyrhizobium sp.,bra
Streptomyces alfalfae,ssia
Hafnia alvei,hav
Candidatus Cardinium,cher
Microbacterium wangchenii,mwa
Listeria monocytogenes,lmox
Staphylococcus lugdunensis,slg
Tropheryma whipplei,tws
Sphingobium yanoikuyae,sya
Chlorobium tepidum,cte
Synechococcus sp.,cya
Chromobacterium violaceum,cvi
Azotobacter vinelandii,avl
Prochlorococcus marinus,pmn
Mesoflavibacter sp.,mesq
Mycolicibacterium insubricum,mij
Desulfovibrio sp.,def
Flavobacterium psychrophilum,fpw
Tannerella serpentiformis,toh
Acetobacterium woodii,awo
Shewanella sediminis,sse
Clostridium cochlearium,ccoh
Rodentibacter heylii,rhey
Maribacter sp.,marm
Candidatus Kuenenia,kst
Yersinia pseudotuberculosis,ypu
Bifidobacterium thermophilum,btp
Candidatus Planktophila,plak
Bacillus subtilis,bsu
Anaerocolumna chitinilytica,acht
Pseudodesulfovibrio aespoeensis,das
Haemophilus influenzae,hiq
Mycobacterium avium,mavi
Lysobacter antibioticus,laq
Candidatus Sulcia,smv
Desulfovibrio alaskensis,dde
Candidatus Hepatoplasma,hcr
Listeria monocytogenes,lmok
Streptomyces harbinensis,shar
Tuwongella immobilis,tim
Janthinobacterium sp.,jal
Pseudoalteromonas atlantica,pat
Polystyrenella longa,plon
Alkalilimnicola ehrlichii,aeh
Lacinutrix sp.,lan
Ehrlichia ruminantium,erg
Erwinia carotovora,eca
Staphylococcus aureus,saub
Mycobacterium tuberculosis,mtl
Rickettsia prowazekii,rpg
Ehrlichia chaffeensis,ech
Bifidobacterium longum,blb
Propionibacterium acnes,pcn
Chromohalobacter salexigens,csa
Hymenobacter sp.,hye
Lactococcus lactis,lls
Petrimonas sp.,pet
Caproicibacterium lactatifermentans,clf
Brevibacterium sp.,bri
Sphingomonas alpina,spap
Pseudomonas qingdaonensis,pqi
Propionibacterium freudenreichii,pfre
Corynebacterium lujinxingii,cluj
Pseudomonas tritici,ptrt
Acinetobacter baumannii,abau
Dickeya aquatica,daq
Anaeromyxobacter dehalogenans,acp
Anoxybacillus sediminis,ased
Betaproteobacteria bacterium,beb
Leptodesmis sichuanensis,lsc
Ferriphaselus amnicola,fam
Carnobacterium sp.,carn
Caldicellulosiruptor obsidiansis,cob
Candidatus Blochmannia,bva
Bifidobacterium coryneforme,bcor
Arthrobacter sp.,arn
Bacillus coagulans,bag
Atribacter laminatus,alam
Weissella viridescens,wvr
Paenibacillus lentus,plen
Mycobacterium ostraviense,mot
Halothiobacillus neapolitanus,hna
Acidithiobacillus ferrooxidans,afe
Dermabacter jinjuensis,djj
Shewanella putrefaciens,spc
Mannheimia haemolytica,mhx
Enterobacteriaceae bacterium,ebu
Mycoplasma tullyi,mtuy
Actinomyces oris,aos
Capnocytophaga endodontalis,capn
Comamonas sp.,cof
Bdellovibrio bacteriovorus,bba
Mycoplasma struthionis,mstr
Pseudomonas fluorescens,pfn
Candidatus Carsonella,crh
Lactococcus protaetiae,lack
Capnocytophaga haemolytica,chg
Oryzomicrobium terrae,otr
Salmonella enterica,sena
Pseudomonas putida,ppx
Streptococcus pneumoniae,spnu
Candidatus Thioglobus,tho
Klebsiella michiganensis,kox
Kaistella haifensis,khi
Lactobacillus paragasseri,lpw
Acidipropionibacterium acidipropionici,pbo
Shigella sp.,shq
Kosakonia sp.,kot
Cryptobacterium curtum,ccu
Mycoplasma parvum,mpv
Synechococcus sp.,synr
Thioploca ingrica,tig
Rathayibacter festucae,rfs
Listeria ivanovii,liv
Yersinia pseudotuberculosis,ypc
Exiguobacterium sp.,exm
Mycoplasma gallisepticum,mgf
Escherichia coli,ecx
Listeria monocytogenes,lmob
Bartonella sp.,baro
Salicibibacter halophilus,sale
Streptomyces hundungensis,shun
Bifidobacterium longum,bll
Blastochloris sp.,blag
Helicobacter felis,hfe
Pectobacterium brasiliense,pbra
Sporosarcina psychrophila,spsy
Flagellimonas sp.,flg
Achromobacter sp.,achb
Sulfidibacter corallicola,scor
Salinibacterium sp.,sald
Cedecea neteri,cem
Romboutsia sp.,roc
Streptococcus constellatus,scg
Brevibacterium aurantiacum,blin
Capnocytophaga sp.,caph
Capnocytophaga stomatis,csto
Helicobacter pylori,hpx
Pandoraea sp.,pand
Blautia producta,bpro
Streptomyces sp.,strt
Mycobacterium cookii,mcoo
Methylococcus capsulatus,mca
Porphyromonas gingivalis,pgi
Candidatus Carsonella,cru
Campylobacter jejuni,cjl
Parasphingorhabdus halotolerans,phao
Corynebacterium pseudotuberculosis,cos
Nocardioides euryhalodurans,noy
Neisseria zalophi,nzl
Massilia sp.,mnr
Ruminococcus obeum,rob
Anaerohalosphaera lusitana,alus
Anoxybacter fermentans,aft
Saccharothrix syringae,ssyi
Spirosoma aureum,spib
Salmonella enterica,sev
Spirochaeta thermophila,stq
Xenorhabdus hominickii,xho
Lactobacillus kullabergensis,lkl
Escherichia coli,eld
Corynebacterium glutamicum,csur
MAG: Aphanizomenon,aflo
Sphingopyxis granuli,sgi
Microbulbifer agarilyticus,maga
Streptococcus pneumoniae,spr
Escherichia coli,ena
Acinetobacter baumannii,abk
Rhodospirillum photometricum,rpm
Pigmentiphaga aceris,pacr
Sedimentisphaera cyanobacteriorum,pbu
Candidatus Sulcia,sms
Borrelia parkeri,bpak
Streptomyces fagopyri,sfy
Actinocatenispora thailandica,atl
Gracilibacillus salitolerans,grc
Sulfurihydrogenibium sp.,sul
Melaminivora sp.,mela
Bacillus pumilus,bpum
Frischella perrara,fpp
Streptococcus dysgalactiae,sds
Metabacillus sediminilitoris,msem
Cardiobacterium hominis,chj
Nocardia nova,nno
Variovorax paradoxus,vpe
Chlamydia trachomatis,csw
Listeria monocytogenes,lmoa
Achromobacter spanius,asw
Candidatus Formimonas,fwa
Helicobacter pylori,hpn
Arthrobacter alpinus,aaq
Brevibacterium linens,bly
Staphylococcus aureus,sam
Auritidibacter sp.,aul
Gramella flava,gfl
Plantactinospora sp.,plk
Streptomyces griseus,sgr
Achromobacter insolitus,ais
Corynebacterium terpenotabidum,cter
Pseudomonas sp.,ppuu
Wolbachia sp.,wri
Pseudomonas fluorescens,pfe
Candidatus Kinetoplastibacterium,kga
Chlamydophila abortus,cabo
Mycobacterium senegalense,msen
Ligilactobacillus animalis,lani
Streptomyces aquilus,saqu
Mycoplasma wenyonii,mwe
Muricauda aurantiaca,spon
Cyanobacterium endosymbiont,cer
Chryseobacterium shandongense,csha
Bacteroides intestinalis,bis
Xenorhabdus poinarii,xpo
Pseudomonas koreensis,pkr
Sulfurospirillum sp.,sulj
Marinomonas arctica,mard
Mycoplasma columbinasale,mcob
Xenorhabdus bovienii,xbo
Streptococcus pyogenes,spyh
Chloroflexus sp.,chl
Robiginitalea biformata,rbi
Salmonella enterica,sel
MAG: Rhizobiales,rbm
Citromicrobium sp.,cij
Lactococcus taiwanensis,lti
Aminipila luticellarii,amij
Paenibacillus kribbensis,pkb
Leclercia adecarboxylata,lax
Pseudomonas tructae,ptk
Candidatus Sulfidibacterium,shyr
Rickettsia rickettsii,rrr
Chryseoglobus sp.,chre
Azoarcus olearius,aoa
Lysinibacillus fusiformis,lfu
Ureaplasma urealyticum,uue
Bacillus atrophaeus,bae
Alkalibacter sp.,alka
Jeotgalibaca sp.,jep
Desulfitobacterium dehalogenans,ddh
Pseudomonas otitidis,poj
Liberibacter crescens,lcc
Actinomadura sp.,actw
Rickettsia prowazekii,rpv
Candidatus Tremblaya,tpn
Acinetobacter oleivorans,acd
Phycicoccus sp.,phw
Gimesia panareensis,gpn
Bacterium AB1,baab
Marinilactibacillus sp.,marr
Clostridium fermenticellae,cfer
Syntrophomonas wolfei,swo
Streptococcus mutans,smut
Brachyspira pilosicoli,bpw
Rickettsia prowazekii,rpr
Synechocystis sp.,sys
Mycoplasma hyorhinis,mhs
Mycolicibacterium aurum,mauu
Schleiferilactobacillus harbinensis,lhb
Sulfitobacter sp.,suli
Mycoplasma gallisepticum,mgan
Pragia fontium,pfq
Mycobacterium tuberculosis,mtub
Rhizobacter gummiphilus,rgu
Aurantimicrobium sp.,auw
Streptococcus suis,ssus
Frankia sp.,fre
Halanaerobium hydrogeniformans,has
Nanchangia anserum,wik
Pseudactinotalea sp.,psei
Colwellia sp.,cola
Chlamydia muridarum,cmz
Alcanivorax sp.,aln
Mycobacteroides salmoniphilum,msal
Dyella jiangningensis,dji
Arsenophonus endosymbiont,aen
Rickettsia rickettsii,rrh
Streptococcus pneumoniae,spnm
Mycolicibacter hiberniae,mhib
Listeria monocytogenes,lmt
Streptococcus pyogenes,spi
Shewanella maritima,smai
Rickettsia typhi,rty
Nocardioides dokdonensis,ndk
Gimesia benthica,gim
Bartonella henselae,,bhn
Leadbetterella byssophila,lby
Urbifossiella limnaea,uli
Bacteroides dorei,bdo
Helicobacter pylori,her
Parabacteroides distasonis,pdi
Anaerolineaceae bacterium,abat
Methylogaea oryzae,moz
Arthrobacter sp.,arz
Sphingorhabdus lutea,sphl
Candidatus Filomicrobium,fil
Actinobacillus porcitonsillarum,apor
Streptococcus pneumoniae,snv
Leifsonia xyli,lxy
Cohnella candidum,coh
Hyphomicrobium sp.,hmc
Salmonella enterica,senv
Escherichia sp.,esz
Streptococcus intermedius,sie
Corynebacterium pseudotuberculosis,cod
Mannheimia haemolytica,mhal
